,comment,name,time
353,开发人员脑袋被门挤了吧,@微信苹果版,2017-12-03
354,无法读取通讯录联系人，大大的降低了办事效率，反馈问题无人理会,@微信苹果版,2017-12-03
355,能不能好好测试下，再发出来！！！,@微信苹果版,2017-12-03
356,以前一直懒得评论，今天哈哈哈哈哈哈哈哈,@微信苹果版,2017-12-03
357,不能批量删除对话框，不能上传聊天记录到云端，是个大败笔！微信占容量越来越大，让微信人多的人手机空间一下子就没了。,@微信苹果版,2017-12-03
358,更新很不错的哈哈,@微信苹果版,2017-12-03
359,每次清除储存空间都是黑屏闪退,@微信苹果版,2017-12-03
360,用起来方便多了，与亲朋好友的沟通也无处不在了哈哈，总而言之，就是方便好用，还有谁,@微信苹果版,2017-12-03
361,我希望对方把我删除时直接把他从我列表中删除，烦不烦人 什么时候能有这个功能，原来QQ都有,@微信苹果版,2017-12-03
362,没啥说的你们就是辣鸡,@微信苹果版,2017-12-03
363,如题！大bug！！！,@微信苹果版,2017-12-03
364,如题，希望能早日解决，或者能让我退回到更新前呀，iphone6s。简直无法使用了,@微信苹果版,2017-12-03
365,如题，所有的选项找了一遍，都没有找到小视频仅Wi-Fi下自动播放了,@微信苹果版,2017-12-03
366,一个只会复制跟盗版的软件,@微信苹果版,2017-12-03
367,手机收不到推送消息，只有打开微信才能看见，是什么原因,@微信苹果版,2017-12-03
368,红包被限额了，如何开通腾讯信用,@微信苹果版,2017-12-03
369,有木有觉得既然有消息撤回就不要在对话框显示了让别人看到，很尴尬有木有，小小建议,@微信苹果版,2017-12-03
370,手机查看消息后平板就没有聊天记录了，手机内存很小的，iPad版本还需要优化哦，好多手机功能平板不能用哦,@微信苹果版,2017-12-03
371,新版本为什么各种闪退啊？？？？新版本为什么各种闪退啊？？？？新版本为什么各种闪退啊？？？？新版本为什么各种闪退啊？？？？新版本为什么各种闪退啊？？？？新版本为什么各种闪退啊？？？？新版本为什么各种闪退啊？？？？新版本为什么各种闪退啊？？？？新版本为什么各种闪退啊？？？？新版本为什么各种闪退啊？？？？,@微信苹果版,2017-12-03
372,撤回还要点右箭头才能撤，放个收藏个提醒在前面是太不合理。这样设计的人是没脑子吧,@微信苹果版,2017-12-03
373,到底有没有适配x微信你难道心里没点x数吗？？？你的大黑额头挡住我高贵的x的屏幕了经常让我看不到时间！哦天？我的x的刘海儿再丑也不要你帮我来挡好咩？还有就是帮助与反馈那里你让我怎么按反馈嗯？？你告诉我该！怎！么！按！第一次差评并且心情很暴躁 程序员请多担待：）,@微信苹果版,2017-12-03
374,省时省力，方便實用,@微信苹果版,2017-12-03
375,。再也看不到她的朋友圈背景了，,@微信苹果版,2017-12-03
376,什么事都得需要微信,@微信苹果版,2017-12-03
377,订花加微信wl759559304，点微信头像可看见微店，点微店可以进入网店进行下单，支持全国市区配送！,@微信苹果版,2017-12-03
378,从6.5.14开始就更新不了了，现在常常错过信息,@微信苹果版,2017-12-03
379,打不开为什么,@微信苹果版,2017-12-03
380,大家都怎么过的？,@微信苹果版,2017-12-03
381,分布兰怎么取消,@微信苹果版,2017-12-03
382,强烈要求出一个国际版可以共存两个微信,@微信苹果版,2017-12-03
383,朋友圈发照片模糊的很！根本不是原图！太模糊了照片！就不能高清原图吗吗！还有最好以后能发live,@微信苹果版,2017-12-03
384,每次发信息都不知道对方读没读，强迫症患者希望能有一个看到已读的功能还有希望 朋友圈可以发动图,@微信苹果版,2017-12-02
385,表情只能300个！很烦啊！能不能无限制啊？！！！,@微信苹果版,2017-12-02
386,实在是不习惯在iPad上用微信分栏，本来是用来学习和看视频，结果微信分栏一处，明明能全屏的资料直接变成了半屏模式，很费神啊，能不能去掉分栏,@微信苹果版,2017-12-02
387,我不知道它就升级了。,@微信苹果版,2017-12-02
388,发送小语音经常碰到退出键,@微信苹果版,2017-12-02
389,希望朋友圈别人的评论，发朋友圈的人可以删掉，不然那些很恶心的评论让人想把发的内容都删掉，而且就算把那个人删掉，他的评论还在，就有点不爽。,@微信苹果版,2017-12-02
390,外面提示有信息了，但点进去之后没了,@微信苹果版,2017-12-02
391,隐私条款不同意，就是不同意你通过任何方法或者因为任何原因来收集我的隐私。我不同意你就不让我用？呵呵。,@微信苹果版,2017-12-02
392,什么时候把微信启动也加个密码或者指纹啊，更保护隐私安全,@微信苹果版,2017-12-02
393,微信自动就删除了好友申请记录什么的，找都找不到，，，真是够了,@微信苹果版,2017-12-02
394,8版本更新后打不开微信啊！赶紧修复啊,@微信苹果版,2017-12-02
395,照片和小视频总是拍不了,@微信苹果版,2017-12-02
396,不好，个人认为没有上个版本好，加载页面明显变慢了，锁屏时通知消息看着也很不舒服,@微信苹果版,2017-12-02
397,昨天中奖，今天继续中奖,@微信苹果版,2017-12-02
398,垃圾垃圾垃圾,@微信苹果版,2017-12-02
399,现在IPAD版面难用死了，一半联系人，一半内容，打开些东西还只有一半，不像手机那样，一版是一版,@微信苹果版,2017-12-02
400,微信里视频那些多搞点有意思的呀，不然QQ都在更新，好像微信更新来更新去没多大变化，没意思,@微信苹果版,2017-12-02
401,有时候自己发条动态忘了屏蔽然后被评论些恶心的话，但自己不能自己删除真的很心塞。希望能像QQ空间一样单方删除评论！,@微信苹果版,2017-12-02
402,希望赶紧更新视频通话美颜功能啊,@微信苹果版,2017-12-02
403,现在的ipad版微信只能用右半边屏幕打开聊天窗口了，强行给你中分屏幕左边加塞无用目录占屏。偌大个ipad非得搞成手机版聊天窗口的大小，恶心死了！！！,@微信苹果版,2017-12-02
404,为啥我收消息都有延迟,@微信苹果版,2017-12-02
405,太他么垃圾了,@微信苹果版,2017-12-02
406,本来以为更新完应该很流畅的，好在好了正常使用都困难了,@微信苹果版,2017-12-02
407,能不能给聊天记录除了置顶功能，再加个锁定或者防删功能，仅仅是建议，谢谢！,@微信苹果版,2017-12-02
408,已更新  朋友圈没了,@微信苹果版,2017-12-02
409,啦咯啦咯啦咯,@微信苹果版,2017-12-02
410,下载个微信将近半个小时，速度也太慢了吧，到了崩溃的边缘了！！！,@微信苹果版,2017-12-02
411,无法发语音，底部的信息显示不了,@微信苹果版,2017-12-02
412,更新个毛线哦，无线网好好的，点了更新一点都不动！,@微信苹果版,2017-12-02
413,在注视着x的时候 开微信不是应该不响声音么？怎么新版本还是会响声音啊 我记得之前是好用的啊,@微信苹果版,2017-12-02
414,为什么iOS的微信提示音不能更改？满大街用苹果的。一响都不知道是谁的，都拿手机出来看看才知道。望微信能更新一下这个功能。谢谢,@微信苹果版,2017-12-02
415,我微信每年进出一百来万为什么还没有微粒贷，别人没怎么用都开通了,@微信苹果版,2017-12-02
416,视频怎么发朋友圈,@微信苹果版,2017-12-02
417,手机微信太占内存了,@微信苹果版,2017-12-02
418,为什么无法更新,@微信苹果版,2017-12-02
419,不多，就左上角的时间没了,@微信苹果版,2017-12-02
420,最新iPad 版本朋友圈没法发视频,@微信苹果版,2017-12-02
421,什么时候能把不小心删除的聊天记录恢复就ok了,@微信苹果版,2017-12-02
422,不更新的话有些红包领不了，更新的话消息纪录全部没有，还能更垃圾一点吗,@微信苹果版,2017-12-02
423,这就算适配X了,@微信苹果版,2017-12-02
424,而不是“请使用微信手机客户端打开”,@微信苹果版,2017-12-02
425,山西等级工作：在这个网站是什么样子呢！一定之法拉,@微信苹果版,2017-12-02
426,更新后，为什么要删掉对话记录，收回消息都要再次确认了。好麻烦啊。重复操作的。也没地方把这个关掉，一点都不方便。,@微信苹果版,2017-12-02
427,为何更新不了,@微信苹果版,2017-12-02
428,锁屏状态下来消息，没有任何的提示，我就呵呵哒了,@微信苹果版,2017-12-02
429,微信什么时候才能有视频美颜的功能啊？,@微信苹果版,2017-12-02
430,以前手机端关闭锁屏时显示消息内容的情况下 在Apple Watch上来新消息时也可以看到内容，现在只提示有新消息，很不方便，建议改回任何情况下来新消息watch上都显示内容,@微信苹果版,2017-12-02
431,有好多次都是因为点的太快发错了，想撤回来就不可以，很不方便,@微信苹果版,2017-12-02
432,感觉很别扭，额头太宽了，窄一点或许会更好,@微信苹果版,2017-12-02
433,今天才发现，微信竟然不能发GIF我觉得加这个功能挺好的,@微信苹果版,2017-12-02
434,朋友圈里分享小视频的时间太短了，只有10秒，建议至少分享到15秒以上。建议朋友圈可以选择对一部分人只展示三天或者半年的朋友圈，而不是对所有人。,@微信苹果版,2017-12-02
435,删除聊天记录的时候可不可以不提示，之前都不用提示，可不可以把这个省略掉,@微信苹果版,2017-12-02
436,闪退，最近总是闪退，今天就闪退三次,@微信苹果版,2017-12-02
437,微信应该弄一个信息已读提示,@微信苹果版,2017-12-02
438,更没了？？？,@微信苹果版,2017-12-02
439,更新了，系统没跟上，上不了，后悔啊,@微信苹果版,2017-12-02
440,赶紧更新！！,@微信苹果版,2017-12-02
441,更新后看一看里面的视频都特么看不了了，天天特么的瞎几把更新,@微信苹果版,2017-12-02
442,微信为什么一发语音就卡，可以退出微信但是就是一发语音就卡。谁能告诉我啥情况。,@微信苹果版,2017-12-02
443,为什么新版本微信老闪退，怪我没有更新iOS11咩,@微信苹果版,2017-12-02
444,打开了通讯录通知，不能显示,@微信苹果版,2017-12-02
445,不是说更新后可以连接无线网的吗？,@微信苹果版,2017-12-02
446,晚上吵的老子睡不着觉,@微信苹果版,2017-12-02
447,更新後的版本無法發語音，我整理備份後本來是舊一號的版本，發語音功能沒問題，之後自動更新後發語音功能無法使用，求解釋,@微信苹果版,2017-12-02
448,去年用着挺好的，突然掉线，怎么都登陆不上，显示加载百分九十九就停了，加载失败。换手机也不行，用别人的手机登也不行。是不是这个国家被屏蔽了吧.(卡塔尔)这里几万中国人，百分只九十的人登陆不了。还望解决,@微信苹果版,2017-12-02
449,微信在安全社交方面绝对是满分，只是支付交易限额这块不人性化，支付宝余额限额了它还有余额宝，这样大家用起来也方便。,@微信苹果版,2017-12-02
450,对于iPhoneX的适配界面真的是太丑了 可以参考一下支付宝 京东金融 人家的界面才叫真正适配iPhoneX,@微信苹果版,2017-12-02
451,卡顿，反应迟钝！,@微信苹果版,2017-12-02
452,一个国产的软件，演示功能为什么非得用老外的人像？就这么爱舔？奴才！,@微信苹果版,2017-12-02
453,为啥不能修改提示音为啥不能修改提示音为啥不能修改提示音为啥不能修改提示音为啥不能修改提示音为啥不能修改提示音为啥不能修改提示音为啥不能修改提示音,@微信苹果版,2017-12-02
454,困扰了好久了，试了很多办法，卸载呀，重启呀什么的，都不能解决。。。,@微信苹果版,2017-12-02
455,太垃圾了，x发语音，10秒左右就自动发出去,@微信苹果版,2017-12-02
456,是否可以把微信号 隐去或者部分隐去啊 当初设置没过脑子有点儿泄漏信息祝越更越好,@微信苹果版,2017-12-02
457,越来越强大的微信，运行内存，容量内存也跟着要大，手机也跟着要不断更新,@微信苹果版,2017-12-02
458,能不能有不需要卸载旧版本就能安装的新升级版本啊,@微信苹果版,2017-12-02
459,乱封号 要求解封。,@微信苹果版,2017-12-02
460,差评，iPhonex缺少好多表情,@微信苹果版,2017-12-02
461,这是在歧视非X型号吗 一直更新安装   。我要是卸载重新开始我的聊天记录怎么办 我的表情包怎么办 啊    -,@微信苹果版,2017-12-02
462,涉及到系统操作的界面都会卡顿，无论是返回聊天界面还是打字,@微信苹果版,2017-12-02
463,希望非好友的评论和点赞内容能自动删除，希望微信尽快改善,@微信苹果版,2017-12-02
464,微信可以给公众一个平等的对待吗？不要那么霸道武断自以为是,@微信苹果版,2017-12-02
465,做人不能太流氓OK？,@微信苹果版,2017-12-02
466,一台手机响，整个办公室都看一下手机。苹果不是开放接口了吗？怎么这么多年都不弄个修改提示音啊？安卓都能改好多好多年了。,@微信苹果版,2017-12-02
467,三天两头卡 ！出故障！微信记录不见 ！非常不方便！特别想永久卸载就好 ！,@微信苹果版,2017-12-02
468,用起时常有一些卡，我里面的黑名单和卡券莫名其妙就不见了，我卡券没过期。,@微信苹果版,2017-12-02
469,最早的时候微信都可以自定义提示音，能够选择自己喜欢的音乐，现在可好，万千手机都一个样，微信以来，大家的声音都一样，分不清是谁的手机在响，微信的产品不考虑下加上自定义提示音？？？,@微信苹果版,2017-12-02
470,为何没有单独针对个别设置，只能要么所有人都能看到，要么看不到，要么三天，这个不好！,@微信苹果版,2017-12-02
471,升级后，电脑登录微信，手机端居然不能关闭手机提醒了,@微信苹果版,2017-12-02
472,更新的啥啊，更新了开始闪退了。,@微信苹果版,2017-12-02
473,不支持一个手机下载两个微信，唉。,@微信苹果版,2017-12-02
474,无法使用最底下一行的任何功能,@微信苹果版,2017-12-02
475,要更新就好好更好不好，卡在那里不动搞得用啊用不了，火大卧槽,@微信苹果版,2017-12-02
476,真好用 值得下载,@微信苹果版,2017-12-02
477,期待微信能加入语音变声功能，支持支持,@微信苹果版,2017-12-02
478,不知道其他用户会不会,@微信苹果版,2017-12-02
479,经典教学环境,@微信苹果版,2017-12-02
480,是腾讯信用分,@微信苹果版,2017-12-02
481,五五开，有益无害！,@微信苹果版,2017-12-02
482,天天更新来更新去，也没见有什么实用的东西功能限制又多简单没QQ实用差评,@微信苹果版,2017-12-02
483,为炸金花游戏疯狂打call，真的很不错，完了很长时间了，笔芯,@微信苹果版,2017-12-02
484,建议收藏功能可以优化，1.可以分类进行收藏，进去后先是大类，在是时间2.增加查找功能，,@微信苹果版,2017-12-02
485,我觉得微信该退出口令红包，因为微信上骗子太多。,@微信苹果版,2017-12-02
486,都一天多了 新版一直提示說不能更新 技術人員不管管嗎！很差的體驗啊！,@微信苹果版,2017-12-02
487,太差了，经常自动退出,@微信苹果版,2017-12-02
488,新版微信卡的要死，有了X就把你爹6给忘了,@微信苹果版,2017-12-02
489,手机版都可以拍小视频发小视频，iPad的为什么不能拍不能发？心塞,@微信苹果版,2017-12-02
490,不知道怎么回事，总觉得自己设置得不对，不能好好的使用，和以前用运营商短信天差地别。,@微信苹果版,2017-12-02
491,更新之后闪退非常频繁,@微信苹果版,2017-12-02
492,在一起就好了？这些是一？一一道来一？在家？？这？？在一起就。，，，一个，，？在！！！不能不！！。你要我去哪里玩玩吧。你要我去哪里玩玩吧。你要我去哪里玩玩而已。你要我去哪里。你要去我们那里吗一切众生之所见人了？这些是因为你的原因导致我们在外奔波了一个小时候后又不失一下的生活方式不同？一定是个性鲜明。一起去看看这个吧！一切众生都会说一个笑话这样才好点没有！一定会来找茬你说什么？这些天津滨海新区塘沽大了？这？在一起就好像没有那么简单,@微信苹果版,2017-12-02
493,微信呀，你能不能针对iPhone x优化好？老是在后台被杀，或者在屏幕上切换时被杀，我都得了地球恐惧症了！,@微信苹果版,2017-12-02
494,微信为什么会卡,@微信苹果版,2017-12-02
495,希望恢复原状。,@微信苹果版,2017-12-02
496,很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错，很好用不错,@微信苹果版,2017-12-02
497,我对这个注册过程打0分。我是真搞不懂你现在为什么要搞这么麻烦，你有考虑过你那一系列乱七八糟的b注册条件让70后以下的长辈们很痛苦吗？不，你让我这么个90后也很痛苦，你们为什么要让自己尊贵的用户从一开始就有痛苦的感受？你为什么要搞什么jb向好友扫二维码验证？还要是一年以上的，还要是一个月以内没扫过的，wcnm？你说你们为了防止恶意刷号，我tm管你恶意刷不刷？你tm一个大软件公司出点问题都不能自己内部解决，还要麻烦各位用户大佬？贼jb6，全世界注册还要有好友“允许”的就你一家了吧？挣那么多钱，技术人员连防止恶习刷号的策略都没有？请你取消这一项流程，本来发短信就已经很麻烦了，今天我妈让我帮她注册，我真不敢想，这要是长辈们自己没有，想注册了，该怎么玩，呵呵，现在中年老年也用微信了，大哥们？照顾一下好不好？差评！,@微信苹果版,2017-12-02
498,老旧版本是正常的，现在已经很多个版本这样问题了！,@微信苹果版,2017-12-02
499,为啥没有捂脸那些表情了吖,@微信苹果版,2017-12-02
500,试过很多方式都无法让新加的号码推荐我好友。,@微信苹果版,2017-12-02
501,卡死了！！能不能好好修复一下？,@微信苹果版,2017-12-02
502,自更新新版本经常卡死希望改回,@微信苹果版,2017-12-02
503,还可以比以前好用1,@微信苹果版,2017-12-02
504,希望可以更新一个找回好友的方式，包括扫码加好友的好友,@微信苹果版,2017-12-02
505,为啥要把UI设计成分栏？而且优酷的视频不能全屏播放，感觉太糟糕了,@微信苹果版,2017-12-02
506,升级后为啥看不到朋友圈啦！,@微信苹果版,2017-12-02
507,不知道是手机还是微信本身的问题,@微信苹果版,2017-12-02
508,切换回微信时，重启，时常闪退。消息数目显示几十条，打开后显示几条。望关注并解决,@微信苹果版,2017-12-02
509,有新消息通知，点击打开了，却定位的是上次打开的位置，不能直接定位到新消息的位置。,@微信苹果版,2017-12-02
510,这微信版本越更新越垃圾,@微信苹果版,2017-12-02
511,只要解屏就能登陆,@微信苹果版,2017-12-02
512,你好，开发者，最近我的微信在iphone6 ios10.3.3系统上容易闪退，如何修复这个问题呢，在线等！,@微信苹果版,2017-12-02
513,更新过后，不能发语音，只能插着耳机才可以。有人和我有一样的情况吗？,@微信苹果版,2017-12-02
514,为什么不能像以前一样关闭朋友圈？垃圾,@微信苹果版,2017-12-02
515,微信的时候你会觉得是自己一手货源一个人去皮去除角质后外加上有一个不想要不要下去的理由。我是个不错，我的心去对待每一次又来了？,@微信苹果版,2017-12-02
516,还不错哦！感觉挺流畅的！,@微信苹果版,2017-12-02
517,差评差评差评！聊天背景设置会变模糊,@微信苹果版,2017-12-02
518,"我觉得还是以前的“关闭朋友圈”的方式比较好。就是直接关闭,别人什么都看不到,然后下面有一条线,并且提示说“朋友圈暂未启用”。这种方式才是真正的做到了“关闭”朋友圈",@微信苹果版,2017-12-02
519,怎么QQ和微信不能单个删除自己不想要的项目和数据？QQ和微信软件体积太大，好占手机内存喔！,@微信安卓版,2017-11-27
520,为什么下载了，没有朋友圈,@微信安卓版,2017-11-27
521,多开微信很好有，值得信赖,@微信安卓版,2017-11-27
522,垃极的很老占内存了妈的,@微信安卓版,2017-11-27
523,微信就是垃圾软件不要脸的坑人钱的煞笔,@微信安卓版,2017-11-27
524,从萌怪优惠券平台买的很便宜  百度搜一下萌怪优惠券就找到了,@微信安卓版,2017-11-28
525,收完后交易记录显示钱收到,@微信安卓版,2017-11-28
526,为什么下载了，没有朋友圈这个了,@微信安卓版,2017-11-28
527,怎样恢复微信,@微信安卓版,2017-11-28
528,唉，我的微信能上但不能登陆，有时登陆一两天之后又没了，输入密码再登就上不去了,@微信安卓版,2017-11-28
529,我的机支持62554,@微信安卓版,2017-11-28
530,我的微信摇一摇有问题,@微信安卓版,2017-11-29
531,怎么这里面微信打不开呢？,@微信安卓版,2017-11-29
532,干几天？我的微信开不了。,@微信安卓版,2017-11-29
533,微信登不了呢？,@微信安卓版,2017-11-29
534,小伙伴们，给大家发红包喽！人人可领，领完就能用。祝大家领取的红包金额大大大！吱口令长按复制此消息，打开支付宝就能领取！ZzO6UO62J3,@微信安卓版,2017-11-29
535,这个微信真的很好！,@微信安卓版,2017-11-29
536,我操你妈的微信，我什么没干，被举报了，活动都参加不了，你个傻B玩意，劳资一分也不想给你，,@微信安卓版,2017-11-29
537,你妈了逼狗微信，参加活动还说我作弊了，去你妈的死垃圾，不用也罢，,@微信安卓版,2017-11-29
538,别的不说，就一个漂流瓶都做不好，没几句话说着说着几个人同时都没动静了，这技术也好意思把产品拿出来上线,@微信安卓版,2017-11-29
539,下了微信不见了,@微信安卓版,2017-11-29
540,删除不了别人在自己朋友圈里的恶心评论，就好像不能铲掉别人在我院子里拉的屎一样，现在我院子里有三坨屎，我处理不了。我用了几年微信，最近才遇到这种情况，等你们遇到了，被逼得删掉说说的时候，也会有删除微信的冲动的。加个删除键，不影响非受众的使用吧？,@微信安卓版,2017-11-29
541,微信微信微妙的就信了不信也得信,@微信安卓版,2017-11-30
542,为什么内存清了还上不去微信,@微信安卓版,2017-11-30
543,为什么我发别人的信息跑到另外一个好友那里去了,@微信安卓版,2017-11-30
544,差评，同一个手机登陆不了，还少二维马，短信都不能登陆,@微信安卓版,2017-11-30
545,一直封号，解封还特麻烦,@微信安卓版,2017-11-30
546,微信为什么不能和QQ一样，删除好友就双方删除。,@微信安卓版,2017-11-30
547,差评，同一个手机都登录不了，还扫二维码好友辅助，手机短信都登不了,@微信安卓版,2017-11-30
548,数据经常丢失,@微信安卓版,2017-12-01
549,为什么我的微信版本太低注册不了,@微信安卓版,2017-12-01
550,差评，老是五花八门的封号，搞什么环境安全问题都有，莫名其妙，一颗星都不想给,@微信安卓版,2017-12-01
551,占内存，但是还可以,@微信安卓版,2017-12-01
552,微信打不开啊,@微信安卓版,2017-12-01
553,我的微信打不开为什么？,@微信安卓版,2017-12-01
554,可以，但QQ更好,@微信安卓版,2017-12-01
555,特么的苹果6更新完后直接打不开了，一直闪退。,@微信苹果版,2017-12-01
556,越来越差，为什么常常卡住。ios11.1.2。,@微信苹果版,2017-12-01
557,手机丢了，刚重新下载，可是怎么也下不了？一直是方块状态,@微信苹果版,2017-12-01
558,如果忘记收钱了 能来提醒吗,@微信苹果版,2017-12-01
559,换了iPhoneX以后微信来了之后不响，不震动。开启微信以后在4G网络或者Wi-Fi下要接受很长时间,@微信苹果版,2017-12-01
560,微信新版本更新完安装不了 无法使用了,@微信苹果版,2017-12-01
561,"如题,新版本不能关闭视频聊天功能",@微信苹果版,2017-12-01
562,为什么不能转账？？？？,@微信苹果版,2017-12-01
563,希望能回复到原来的横屏大界面,@微信苹果版,2017-12-01
564,强烈要求开通这个功能，大家都是好友的时候赞这条朋友圈别的共同好友都能看见，影响了个人私密性，不想让别的好友看见我也赞了，就得有一个私密赞，只有发朋友圈的当事人和我知道，这样能保证个人的隐私,@微信苹果版,2017-12-01
565,不是很好，怎么成了齐刘海了,@微信苹果版,2017-12-01
566,这个版本太耗電了,@微信苹果版,2017-12-01
567,老是更新不写更新了什么或者好几个版本更新内容一样,@微信苹果版,2017-12-01
568,适配x是什么意思！差评。完全没有适配好吧！,@微信苹果版,2017-12-01
569,如果朋友圈能发长视频就好了，而不是局限于10秒,@微信苹果版,2017-12-01
570,更新之后打开时那个地球没有了，只有黑屏了,@微信苹果版,2017-12-01
571,微信一直很好用，卫衣不好是我觉得聊天页面的布局太大，我觉得可以将气泡稍微调整小一点。页面可以显示更多的内容。我喜欢字小一点。但是最小号的字体显示出来也很大,@微信苹果版,2017-12-01
572,哈哈哈哈哈好开心的时候,@微信苹果版,2017-12-01
573,有没有人出现更新以后打不开的情况？适配X，也不能让我们都用不成吧！！！！！,@微信苹果版,2017-12-01
574,微信都挺好的  就是吃流量,@微信苹果版,2017-12-01
575,微信不人性化,@微信苹果版,2017-12-01
576,什么时候能转发语音,@微信苹果版,2017-12-01
577,这版本超级难用，开照片会先黑屏,@微信苹果版,2017-12-01
578,说好的适配X，为啥聊天两分钟之内不可以撤回图片呢？,@微信苹果版,2017-12-01
579,渣渣软件，要不是被社会逼着使用绝对不用zhe功能残缺的垃圾软件,@微信苹果版,2017-12-01
580,朋友圈能不能添加个一键返回顶部,@微信苹果版,2017-12-01
581,更新了最新版之后就不停闪退,@微信苹果版,2017-12-01
582,1微信拍照增加“闪光灯”，提高夜间或昏暗场景拍照亮度和清晰度2照片编辑增加“翻转角度”功能，这样不用每次橫着拍照都要其他app处理后才能发给微信继续编辑。,@微信苹果版,2017-12-01
583,好好好啊你把你把我要预存款式神童年腊月二十八星宿派人都行的钱了吗的了哇哇的钱包照一张图书馆学生,@微信苹果版,2017-12-01
584,每次发语音的时候，如果手指不动，在10秒的时候就自动发送出去了。,@微信苹果版,2017-12-01
585,低端人口 为什么不能在朋友圈评论？,@微信苹果版,2017-12-01
586,为什么一会不看微信，会自动退出,@微信苹果版,2017-12-01
587,这个版本在平板上使用不支持朋友圈上传小视频，很郁闷,@微信苹果版,2017-12-01
588,希望微信能完善到 心情可以发动态图片,@微信苹果版,2017-12-01
589,加个换个主题功能可以么 一直感觉中国社交软件太古板,@微信苹果版,2017-12-01
